index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by
2133,406-7680753-4797147,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,J0401,J0401-DR-XL,Slip On For Men  (Black),XL,B09SDZW3GY,Cancelled,0,,,MUMBAI,MAHARASHTRA,400006,IN,,FALSE,
2134,171-1963311-9446720,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-S,Women Tan Bellies Sandal,S,B099FDNFFV,Shipped,1,INR,316,MEERUT,UTTAR PRADESH,250004,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
2135,171-1459952-0132331,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE2199,JNE2199-KR-411-A-XL,Slides,XL,B07BL27M99,Shipped,1,INR,353,CHENNAI,TAMIL NADU,600023,IN,,FALSE,
2136,171-4977179-4269108,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3543,JNE3543-KR-XS,Bellies For Women  (Grey),XS,B09HMNBMYC,Shipped,1,INR,368,BAHERI,UTTAR PRADESH,243201,IN,Duplicated AYTJSBA8ZOP16 1567159860988,FALSE,
2137,171-5984560-0937925,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3534,JNE3534-KR-XXXL,Beige Slip On Jutis For Women  (Beige),3XL,B09B2D8R2K,Shipped,1,INR,329,NASHIK,MAHARASHTRA,422013,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2138,405-7792943-1373155,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0254,J0254-SKD-M,Women Black Flats Sandal,M,B09M6YD5T7,Shipped,1,INR,789,GURUGRAM,HARYANA,122011,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2139,408-5687276-3227521,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0083,J0083-KR-L,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Jutis For Men  (Blue)",L,B09295Z14G,Shipped,1,INR,0,GHAZIABAD,UTTAR PRADESH,201014,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",FALSE,Easy Ship
2140,407-4438981-1990722,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-M,Slip On For Men  (Black),M,B082W84Q2J,Shipped,1,INR,435,PIPARIYA,MADHYA PRADESH,461775,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2141,406-9483947-6293906,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-XXL,Women Burgundy Wedges Sandal,XXL,B091Q9J9QL,Shipped,1,INR,375,BELAGAVI,KARNATAKA,590001,IN,,FALSE,
2142,407-7497681-0210766,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0401,J0401-DR-S,Go Run 600-Spectra Walking Shoes For Women  (Grey),S,B09SDYGHX3,Shipped,1,INR,885,MUMBAI,MAHARASHTRA,400006,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2143,402-1012538-2861105,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET356,SET356-KR-NP-XS,Women White Flats Sandal,XS,B09QJ3CNZZ,Shipped,1,INR,1099,GURDASPUR,PUNJAB,143521,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2144,171-2787536-3745169,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3534,JNE3534-KR-XXXL,Women Black Flats Sandal,3XL,B09B2D8R2K,Unshipped,1,INR,329,NASHIK,MAHARASHTRA,422013,IN,,FALSE,
2145,403-8593239-6324353,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Pink),XXL,B0894XKVH3,Shipped,1,INR,654,ROORKEE,UTTARAKHAND,247667,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2146,408-5317065-2842709,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3611,JNE3611-KR-S,Women Black Heels Sandal,S,B08XVVJ97H,Shipped,1,INR,459,PALACOLE,ANDHRA PRADESH,534250,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
2147,405-3840031-0416361,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,CH204,CH204-PURPLE-M,Stylish & Fashionable Slip-on 0.5 Inch. Bellies For Women  (Grey),M,B091J1C2R8,Shipped,1,INR,284,Vellichantai,TAMIL NADU,629203,IN,,FALSE,
2148,408-5740056-2632317,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3473,JNE3473-KR-XL,Women Gold Flats Sandal,XL,B08B3Y9CVB,Shipped,1,INR,487,PUNE,MAHARASHTRA,411057,IN,,FALSE,
2149,407-6209478-4940350,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,Women Black Sports Sandal,XXL,B082W8RWN1,Shipped,1,INR,376,HYDERABAD,TELANGANA,500004,IN,,FALSE,
2150,403-6895413-5606751,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3727,JNE3727-KR-XXL,Bella Toes Women White Pink Casual Sports Shoes Sneakers_6011,XXL,B09K3XLB6S,Cancelled,0,,,Mecheda,WEST BENGAL,721137,IN,,FALSE,
2151,408-6003340-0632330,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-XS,831-6671 Oxford For Men  (Black),XS,B0894WW15B,Shipped,1,INR,654,JAMSHEDPUR,JHARKHAND,831012,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship
2152,408-8404034-6727569,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-M,Combo pack of 2 Girls Comfortable Casual Shoes and Sneakers Casuals For Women  (Multicolor),M,B079WX69ZM,Shipped,1,INR,495,NAVI MUMBAI,MAHARASHTRA,410206,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
2153,405-3785775-0227556,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3554,JNE3554-KR-XXL,Women Gold Flats Sandal,XXL,B08MXCPNLS,Shipped,1,INR,517,THIRUVALLUR,TAMIL NADU,602001,IN,,TRUE,
2154,405-2756529-8689123,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3560,JNE3560-KR-XXL,Walking Shoes For Women  Casuals For Women  (Pink),XXL,B08PCRPSKP,Shipped,1,INR,487,THIRUVALLUR,TAMIL NADU,602001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,TRUE,
2155,407-6965720-0843551,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-L,SFG-23 Slippers,L,B09HMM2G1B,Shipped,1,INR,517,HASSAN (Amazon Arun),KARNATAKA,573201,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
2156,404-8525115-3493163,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET366,SET366-KR-NP-M,Orange Men Home Slides|Boys Casual Chappals| Bathroom Footwear| Perfect Flipflops For Daily Wear| Walking Sleepers Slides,M,B09QJLMRWQ,Shipped,1,INR,1163,MUMBAI,MAHARASHTRA,400081,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
2157,404-3370292-0401110,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET356,SET356-KR-NP-M,Men Black Sandal,M,B09QJ4D21Y,Shipped,1,INR,1099,MUMBAI,MAHARASHTRA,400081,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2158,404-3370292-0401110,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET356,SET356-KR-NP-XS,Flip Flops,XS,B09QJ3CNZZ,Shipped,1,INR,1099,MUMBAI,MAHARASHTRA,400081,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2159,404-3370292-0401110,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET366,SET366-KR-NP-XS,Go Step Lite Walking Shoes For Women  (Blue),XS,B09QJLTPH8,Shipped,1,INR,1199,MUMBAI,MAHARASHTRA,400081,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2160,404-8606213-6076346,4/29/2022,Cancelled,Merchant,Amazon.in,Standard,J0013,J0013-SKD-XXL,For Women  (White),XXL,B08CMRGFFJ,,0,INR,981.25,SECUNDERABAD,TELANGANA,500061,IN,,FALSE,Easy Ship
2161,403-3999249-0570763,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XS,Slip On For Women  (Black),XS,B08B3XN2LC,Shipped,1,INR,759,Mohali,Punjab,160055,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2162,404-1227975-7409927,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3522,JNE3522-KR-M,"Casuals For Women  (Navy, White)",M,B08W9PXHK5,Shipped,1,INR,342,CHENNAI,TAMIL NADU,600051,IN,,FALSE,
2163,407-1752636-9445159,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3863,JNE3863-TU-XXXL,Slides,3XL,B09RN5P9VK,Shipped,1,INR,574,MARGAO,GOA,403601,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2164,408-4376013-4211521,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XS,Flip Flops,XS,B08B3XN2LC,Shipped,1,INR,0,MUMBAI,MAHARASHTRA,400084,IN,,FALSE,
2165,404-6204825-9085913,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XXL,Boots For Women  (Black),XXL,B08RYRBZPC,Shipped,1,INR,540,Dehradun,UTTARAKHAND,248140,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2166,404-5211118-9997102,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3697,JNE3697-KR-L,Men Grey Clogs Sandal,L,B09811Y7WM,Shipped,1,INR,458,JALANDHAR,PUNJAB,144007,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2167,403-7659532-1672336,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,"818 Boot Shoes For girls, Womens wear Boots For Women  (Black)",XXL,B082W8RWN1,Shipped,1,INR,376,CHENNAI,TAMIL NADU,600006,IN,,FALSE,
2168,408-0200358-6041967,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-L,"Wmns Legend React Walking Shoes For Women  (White, Black)",L,B09NQ4XYV9,Shipped,1,INR,597,ALLAHABAD,UTTAR PRADESH,211008,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2169,403-5857689-3532303,4/29/2022,Cancelled,Amazon,Amazon.in,Expedited,SET267,SET267-KR-NP-XXL,Jutis For Women  (Maroon),XXL,B09BQFKTLT,Cancelled,0,,,PUDUCHERRY,PUDUCHERRY,605001,IN,,FALSE,
2170,404-5172601-7596324,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,Flip Flops,3XL,B082W7MZVQ,Shipped,1,INR,376,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN,,FALSE,
2171,402-7765194-7677124,4/29/2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,NW029,NW029-ST-SR-XXXL,Mojaris For Women  (Multicolor),3XL,B0922V149M,Shipped,1,INR,474,TINSUKIA,ASSAM,786152,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
2172,402-2836291-6832332,4/29/2022,Shipped,Amazon,Amazon.in,Expedited,NW020,NW020-ST-SR-XXXL,Women Black Bellies Sandal,3XL,B099NV3XFT,Shipped,1,INR,525,TINSUKIA,ASSAM,786152,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
2173,407-7032900-9102725,4/29/2022,Cancelled,Merchant,Amazon.in,Standard,JNE3560,JNE3560-KR-XXXL,"Century-04 Running shoes for boys | sports shoes for men | Latest Stylish Casual sport shoes for men | Lace up Lightweight turquoise shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Blue)",3XL,B09B2G7CKV,,0,INR,463.81,YAMUNANAGAR,HARYANA,135001,IN,,FALSE,Easy Ship
2174,406-0843035-6872369,4/29/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET228,SET228-KR-PP-A-XXXL,Slippers,3XL,B09HMVYKV8,Shipped,1,INR,653,BHILAI,CHHATTISGARH,490001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship
2175,171-3045745-1353956,4/29/2022,Cancelled,Merchant,Amazon.in,Standard,J0119,J0119-TP-L,High Heel Canvas Sneakers Casuals For Women  (Grey),L,B08RYQQD6Z,,0,INR,514.29,COIMBATORE,TAMIL NADU,641004,IN,,FALSE,Easy Ship
